[22Dec2024 00:36:58.036] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: youcriper[/172.24.1.167:55323] logged in with entity id 7670 at (-1907.699999988079, 73.0, 1721.300000011921)
[22Dec2024 00:36:58.134] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: youcriper joined the game
[22Dec2024 00:36:59.313] [Server thread/WARN] [ImprovableSkills/]: Skill tick took too long! (1139 ms, expected <50 ms!). Time map: [improvableskills:accelerated_furnace=1139, improvableskills:luck_of_the_sea=0, improvableskills:silent_foot=0, improvableskills:obsidian_skin=0, improvableskills:attack_speed=0, improvableskills:dexterous_arms=0, improvableskills:huckster=0, improvableskills:fast_swimmer=0, improvableskills:growth=0, improvableskills:pvp=0, improvableskills:xp_plus=0, improvableskills:soft_landing=0, improvableskills:cutting=0, improvableskills:treasure_sands=0, improvableskills:mob_repellent=0, improvableskills:mining=0, improvableskills:atkdmg_ranged=0, improvableskills:alchemist=0, improvableskills:leaper=0, improvableskills:atkdmg_melee=0, improvableskills:ladder_king=0, improvableskills:ender_manipulator=0, improvableskills:generic_protection=0, improvableskills:health=0, improvableskills:enchanter=0, improvableskills:digging=0, improvableskills:soul_speed=0]
[22Dec2024 00:36:59.318] [Server thread/INFO] [voicechat/]: [voicechat] Received secret request of youcriper (18)
[22Dec2024 00:36:59.319] [Server thread/INFO] [voicechat/]: [voicechat] Sent secret to youcriper
[22Dec2024 00:36:59.319] [Server thread/INFO] [com.alrex.parcool.ParCool/]: Limitation of 9f14b36d-5b4d-33af-bc66-3bfc295459d2 was loaded
[22Dec2024 00:36:59.321] [Server thread/INFO] [ImprovableSkills/]: Sending skill data to youcriper (9f14b36d-5b4d-33af-bc66-3bfc295459d2)
[22Dec2024 00:37:03.095] [Server thread/INFO] [do_a_barrel_roll/]: Client of youcriper accepted server config.
[22Dec2024 00:37:03.116] [VoiceChatPacketProcessingThread/INFO] [voicechat/]: [voicechat] Successfully authenticated player 9f14b36d-5b4d-33af-bc66-3bfc295459d2
[22Dec2024 00:37:04.119] [VoiceChatPacketProcessingThread/INFO] [voicechat/]: [voicechat] Successfully validated connection of player 9f14b36d-5b4d-33af-bc66-3bfc295459d2
[22Dec2024 00:37:04.120] [VoiceChatPacketProcessingThread/INFO] [voicechat/]: [voicechat] Player youcriper (9f14b36d-5b4d-33af-bc66-3bfc295459d2) successfully connected to voice chat
[22Dec2024 00:46:30.789] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set the time to 1000]
[22Dec2024 00:47:49.492] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set own game mode to Creative Mode]
[22Dec2024 00:48:41.685] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set own game mode to Survival Mode]
[22Dec2024 00:54:24.247] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set the time to 1000]
[22Dec2024 00:54:33.358] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set the time to 1000]
[22Dec2024 00:55:22.064] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set own game mode to Creative Mode]
[22Dec2024 00:55:54.078] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [youcriper: Set own game mode to Survival Mode]
[22Dec2024 00:58:44.310] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1903, y=74, z=1763} BlockPos{x=-1903, y=73, z=1764}
[22Dec2024 01:03:22.667] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1768} BlockPos{x=-1902, y=75, z=1771}
[22Dec2024 01:03:22.668] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1768} BlockPos{x=-1902, y=75, z=1771}
[22Dec2024 01:03:22.718] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1767} BlockPos{x=-1902, y=75, z=1771}
[22Dec2024 01:03:22.778] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1767} BlockPos{x=-1902, y=75, z=1771}
[22Dec2024 01:03:22.828] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1767} BlockPos{x=-1902, y=75, z=1771}
[22Dec2024 01:03:22.968] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1766} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.019] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1766} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.069] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1766} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.112] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1766} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.181] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1765} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.228] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1765} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.277] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1765} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.315] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1764} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.366] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1764} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.415] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1764} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.462] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1764} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.530] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1763} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.568] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1763} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.627] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1763} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.666] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1762} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.717] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1762} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.766] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1762} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.828] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1762} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:23.877] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1761} BlockPos{x=-1902, y=75, z=1767}
[22Dec2024 01:03:24.413] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1758} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.469] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1758} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.526] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1758} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.576] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1757} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.612] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1757} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.666] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1757} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.718] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1757} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.776] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1756} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.812] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1756} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.866] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1756} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.917] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1755} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:24.977] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1755} BlockPos{x=-1902, y=75, z=1759}
[22Dec2024 01:03:25.127] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1754} BlockPos{x=-1902, y=75, z=1755}
[22Dec2024 01:03:25.169] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1754} BlockPos{x=-1902, y=75, z=1755}
[22Dec2024 01:03:25.227] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1754} BlockPos{x=-1902, y=75, z=1755}
[22Dec2024 01:03:25.268] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1753} BlockPos{x=-1902, y=75, z=1755}
[22Dec2024 01:03:25.328] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1753} BlockPos{x=-1902, y=75, z=1755}
[22Dec2024 01:03:25.379] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1902, y=75, z=1753} BlockPos{x=-1902, y=75, z=1755}
[22Dec2024 01:03:27.665] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1752} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:27.715] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1752} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:27.764] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1752} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:27.814] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1752} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:27.865] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1753} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:27.926] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1753} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:27.977] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1753} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.027] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1754} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.076] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1754} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.116] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1754} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.166] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1754} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.227] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1755} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.278] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1755} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.327] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1755} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.369] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1756} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.427] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1756} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.478] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1756} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.514] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1756} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:28.565] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1757} BlockPos{x=-1901, y=75, z=1751}
[22Dec2024 01:03:29.478] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1762} BlockPos{x=-1901, y=75, z=1761}
[22Dec2024 01:03:29.513] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1762} BlockPos{x=-1901, y=75, z=1761}
[22Dec2024 01:03:29.566] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1762} BlockPos{x=-1901, y=75, z=1761}
[22Dec2024 01:03:29.617] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1763} BlockPos{x=-1901, y=75, z=1761}
[22Dec2024 01:03:29.679] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1763} BlockPos{x=-1901, y=75, z=1761}
[22Dec2024 01:03:29.830] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1764} BlockPos{x=-1901, y=75, z=1763}
[22Dec2024 01:03:29.878] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1764} BlockPos{x=-1901, y=75, z=1763}
[22Dec2024 01:03:30.013] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1765} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.067] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1765} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.113] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1765} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.168] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1766} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.212] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1766} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.277] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1766} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.312] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1766} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.367] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1767} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.416] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1767} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.479] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1767} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.530] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1768} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.578] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1768} BlockPos{x=-1901, y=75, z=1764}
[22Dec2024 01:03:30.728] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1769} BlockPos{x=-1901, y=75, z=1768}
[22Dec2024 01:03:30.764] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1769} BlockPos{x=-1901, y=75, z=1768}
[22Dec2024 01:03:30.830] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1769} BlockPos{x=-1901, y=75, z=1768}
[22Dec2024 01:03:30.881] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1770} BlockPos{x=-1901, y=75, z=1768}
[22Dec2024 01:03:30.929] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1770} BlockPos{x=-1901, y=75, z=1768}
[22Dec2024 01:03:31.063] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1771} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.113] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1771} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.177] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1771} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.228] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1772} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.266] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1772} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.317] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1772} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.364] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1772} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.417] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1773} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.463] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1773} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.519] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1773} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.563] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1773} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.626] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1774} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.667] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1774} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.726] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1774} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.778] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1775} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.816] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1775} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.867] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1775} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:31.927] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1901, y=75, z=1775} BlockPos{x=-1901, y=75, z=1770}
[22Dec2024 01:03:33.379] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1899, y=75, z=1776} BlockPos{x=-1900, y=75, z=1776}
[22Dec2024 01:03:33.417] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1899, y=75, z=1776} BlockPos{x=-1900, y=75, z=1776}
[22Dec2024 01:03:35.367] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1774} BlockPos{x=-1900, y=75, z=1775}
[22Dec2024 01:03:35.413] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1774} BlockPos{x=-1900, y=75, z=1775}
[22Dec2024 01:03:35.477] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1774} BlockPos{x=-1900, y=75, z=1775}
[22Dec2024 01:03:35.527] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1774} BlockPos{x=-1900, y=75, z=1775}
[22Dec2024 01:03:35.566] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1773} BlockPos{x=-1900, y=75, z=1775}
[22Dec2024 01:03:35.626] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1773} BlockPos{x=-1900, y=75, z=1775}
[22Dec2024 01:03:35.666] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1773} BlockPos{x=-1900, y=75, z=1775}
[22Dec2024 01:03:35.726] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-1900, y=75, z=1773} BlockPos{x=-1900, y=75, z=1775}
